code,SYRY,edu_low21_59,DB,OLD60,CJR,JSZA,TEMP_POPU,XD,XJRY,JSGL,JTGL,MDJF,TFSJ,SPYP,SCGL,XFAQ,ZGFW,SHFW,GGSS,SHZA,risk
494,0.000248139,0.000248139,0.001985112,0.210173697,0.003473945,0.000744417,0.936000000,0.000000000,0.000000000,22,22,68,20,28,88,362,0,1182,106,510,2
495,0.044158234,0.350965961,0.005749770,0.206991720,0.000919963,0.000229991,0.006670000,0.000000000,0.000000000,0,0,392,0,0,4,17455,0,1032,2,50,2
496,0.014993647,0.059466328,0.018551461,0.221601017,0.020838628,0.002541296,0.238000000,0.002795426,0.000000000,0,0,28,2,0,0,536,48,5632,0,1538,2
497,0.006693440,0.242302544,0.020414993,0.217871486,0.019410977,0.012717537,0.000000000,0.001004016,0.003346720,0,12,36,0,0,0,0,0,6170,0,4,2
498,0.009406657,0.031114327,0.003256151,0.234081042,0.006150507,0.001266281,0.028800000,0.002170767,0.001085384,0,8,8,8,26,12,2198,0,3410,20,1342,1
499,0.008928571,0.430535714,0.001250000,0.082142857,0.000000000,0.000000000,0.591000000,0.000000000,0.000000000,0,0,346,2,4,24,7336,0,560,4,166,2
500,0.000462054,0.001617188,0.002772323,0.267067113,0.020445882,0.003003350,0.012000000,0.003003350,0.000000000,2,4,0,0,154,24,9279,0,6152,1556,142,3
501,0.000000000,0.023597273,0.008390142,0.208704772,0.015207132,0.002097535,0.000000000,0.000000000,0.000000000,0,2,20,18,20,0,424,0,1338,6,8,1
502,0.022050932,0.377207532,0.001170846,0.111327934,0.005659089,0.000780564,0.382000000,0.002341692,0.000000000,0,0,18,0,38,0,764,0,908,10,290,2
503,0.000000000,0.002284148,0.005481955,0.234810416,0.021014162,0.010050251,0.004110000,0.000456830,0.000456830,0,0,464,4,0,0,12,0,412,0,0,1
504,0.000393352,0.000393352,0.000491690,0.202674796,0.000885043,0.000590029,0.075300000,0.000000000,0.000196676,37,248,23,30,274,170,10232,0,3312,389,598,2
505,0.005820722,0.509895227,0.032596042,0.189755530,0.024447031,0.005820722,0.000000000,0.000000000,0.000000000,0,180,38,12,0,0,6,0,86,162,16,1
506,0.000000000,0.533333333,0.042735043,0.239316239,0.046153846,0.008547009,0.030800000,0.000000000,0.000000000,0,0,0,6,0,0,224,0,3814,4,0,1
507,0.000104450,0.000522248,0.007624817,0.172968456,0.012847295,0.004282432,0.000627000,0.005744725,0.001044496,0,4,0,0,0,0,56,0,84,0,166,1
508,0.006301197,0.029405587,0.000000000,0.077084646,0.000840160,0.000000000,0.144000000,0.000210040,0.000420080,19,82,142,24,194,146,3791,28,3038,187,455,2
509,0.000953440,0.000635627,0.009057683,0.276656603,0.028444303,0.004926108,0.214000000,0.003972668,0.000158907,2,2,17,8,0,0,2283,0,493,18,127,2
510,0.120145631,0.121966019,0.005461165,0.343446602,0.006674757,0.000000000,0.050400000,0.000000000,0.000000000,0,0,38,0,14,14,1005,0,86,0,5,1
511,0.001049869,0.001049869,0.020122485,0.300787402,0.013648294,0.005074366,0.088000000,0.000524934,0.002099738,6,110,22,26,12,0,1274,0,1460,188,101,1
512,0.015122873,0.069470699,0.005671078,0.182892250,0.021502836,0.003071834,0.125000000,0.003544423,0.004017013,13,2,2,12,20,18,2749,4,1759,68,46,2
513,0.001504891,0.108352144,0.000000000,0.269375470,0.025583145,0.005267118,0.000000000,0.000000000,0.000752445,4,4,264,16,0,34,12,0,368,96,28,1
514,0.008676790,0.212581345,0.000000000,0.180043384,0.024945770,0.003253796,0.001080000,0.000000000,0.002169197,10,22,169,14,29,30,1515,3,1806,61,242,1
515,0.009250694,0.416281221,0.004625347,0.144310823,0.047178538,0.012025902,0.000000000,0.000000000,0.000000000,0,4,2,0,0,6,204,0,740,10,24,1
516,0.021836331,0.293022772,0.002079651,0.078818758,0.000000000,0.000000000,0.364000000,0.000000000,0.000000000,0,30,1186,0,0,62,1740,24,552,2,38,1
517,0.003680982,0.477300613,0.001226994,0.251533742,0.030674847,0.019631902,0.000000000,0.001226994,0.003680982,16,52,42,16,0,2,28,0,2123,42,82,2
518,0.001558442,0.000389610,0.006883117,0.272337662,0.015974026,0.003506494,0.052100000,0.003766234,0.000000000,4,6,56,12,0,0,5732,0,304,70,58,2
519,0.007266122,0.456857402,0.003633061,0.251589464,0.019981835,0.019073569,0.000000000,0.003633061,0.000000000,0,0,830,0,4,4,4,0,232,4,0,1
520,0.002753136,0.561333741,0.010094830,0.156928724,0.021719180,0.001835424,0.000000000,0.001223616,0.000611808,0,2,0,0,0,0,12,4,296,2,12,1
521,0.046971027,0.399034241,0.000438982,0.215978929,0.022388060,0.006584723,0.000000000,0.003511853,0.000000000,0,0,184,2,56,0,4,0,196,0,0,1
522,0.004043732,0.133742699,0.000149768,0.109630073,0.006440018,0.000000000,0.003740000,0.000000000,0.000000000,8,50,474,2,124,254,1406,10,8830,76,62,1
523,0.005706134,0.514978602,0.000951022,0.200190204,0.020922492,0.009034712,0.000476000,0.000000000,0.000000000,0,0,24,0,0,0,14,0,818,10,6,1
524,0.001435309,0.032191921,0.005331146,0.269632971,0.003895838,0.000410088,0.000205000,0.000820176,0.000000000,6,688,376,0,329,246,349,0,4137,129,117,1
525,0.004840662,0.328358209,0.001210165,0.235578862,0.021379589,0.003630496,0.000000000,0.000000000,0.000000000,2,0,4,0,0,38,0,0,488,0,0,1
526,0.007786429,0.472747497,0.010011123,0.268075640,0.026696329,0.002224694,0.000000000,0.000000000,0.000000000,0,4,6,4,0,0,6,0,930,6,4,1
527,0.020737327,0.417050691,0.009216590,0.232718894,0.023041475,0.002304147,0.000000000,0.000000000,0.004608295,0,0,4,2,16,4,38,0,567,90,22,1
528,0.022373541,0.388132296,0.000000000,0.211089494,0.014591440,0.006809339,0.000973000,0.002918288,0.000000000,0,0,76,4,0,0,4,0,7876,4,0,1
529,0.009853688,0.223648850,0.004180352,0.156166020,0.000298597,0.000000000,0.099700000,0.000298597,0.000000000,0,24,167,2,9,18,460,0,572,2,86,1
530,0.265909091,0.281818182,0.056818182,0.145454545,0.109090909,0.022727273,0.000000000,0.009090909,0.020454545,0,0,0,0,0,0,1,0,0,0,0,4
531,0.000000000,0.003532321,0.016955140,0.191451784,0.015895443,0.010596962,0.000000000,0.001059696,0.000000000,24,14,34,6,4,0,234,16,524,56,8,1
532,0.000000000,0.017901018,0.018954019,0.228852229,0.023517024,0.005967006,0.000000000,0.000351000,0.000702001,28,26,32,12,450,22,14,0,2390,36,222,1
533,0.002085506,0.178310740,0.005213764,0.244004171,0.003128259,0.004171011,0.012500000,0.004171011,0.000000000,0,0,336,0,0,2,388,0,8,0,44,1
534,0.008714597,0.448801743,0.010893246,0.250544662,0.017429194,0.010893246,0.013100000,0.002178649,0.002178649,78,6,0,0,18,0,4,0,528,76,2,1
535,0.064112588,0.139562158,0.025019547,0.268569195,0.035965598,0.006254887,0.005860000,0.008991400,0.002345582,0,4,4,6,0,0,504,0,550,236,30,2
536,0.000000000,0.052959502,0.001557632,0.185358255,0.040498442,0.015576324,0.001560000,0.000000000,0.000000000,4,0,4,0,0,0,400,0,132,28,0,1
537,0.011088416,0.418149985,0.012547418,0.199883280,0.018091625,0.009629413,0.000000000,0.001167202,0.000583601,0,0,12,8,4,0,944,0,1860,12,0,1
538,0.000804505,0.032984714,0.004827031,0.179404666,0.028962188,0.015285599,0.000000000,0.000000000,0.000804505,0,0,62,0,32,0,0,0,1448,16,8,1
539,0.000934579,0.029906542,0.012149533,0.167289720,0.012149533,0.008411215,0.000000000,0.000000000,0.001869159,4,0,176,28,4,0,4,0,144,38,0,1
540,0.001100110,0.458745875,0.008800880,0.185918592,0.028602860,0.003300330,0.000000000,0.000000000,0.000000000,4,10,14,2,0,0,34,0,1594,4,6,1
541,0.004587156,0.519495413,0.033256881,0.178899083,0.018348624,0.006880734,0.000000000,0.000000000,0.000000000,0,4,0,0,0,0,34,0,863,4,0,1
542,0.007832898,0.371627502,0.026979983,0.212358573,0.020017406,0.006962576,0.000870000,0.000870322,0.008703220,4,0,24,4,0,0,8,0,48,8,4,2
543,0.003603604,0.007207207,0.049774775,0.225000000,0.024324324,0.004729730,0.242000000,0.009909910,0.003378378,0,86,0,0,4,138,2394,0,1762,124,412,2
544,0.000070400,0.002676810,0.000140885,0.025007044,0.001549732,0.000211327,0.575000000,0.000352212,0.000000000,6,2,4,14,42,0,607,0,763,562,20,2
545,0.000000000,0.008300781,0.050781250,0.198730469,0.015625000,0.005859375,0.015100000,0.000976563,0.000488281,0,40,8,0,0,0,0,0,7086,0,12,1
546,0.004092769,0.466575716,0.000000000,0.151432469,0.013642565,0.006139154,0.027300000,0.000682128,0.000000000,0,0,14,0,20,0,48,0,36,0,0,1
547,0.002233639,0.000670092,0.000223364,0.300647755,0.004914005,0.001340183,0.038900000,0.000446728,0.000000000,13,10,6,8,2,27,1055,2,3667,22,298,1
548,0.016716817,0.044801070,0.017719826,0.218990304,0.018722835,0.006686727,0.000334000,0.001337345,0.000334336,72,10,8,2,238,43,480,0,1172,160,200,1
549,0.003855050,0.494217425,0.032382421,0.220123362,0.024672321,0.002313030,0.003860000,0.000000000,0.000000000,0,2,16,0,0,0,156,0,3346,22,14,1
550,0.005091650,0.099796334,0.007128310,0.230142566,0.013238289,0.009164969,0.000000000,0.001018330,0.000000000,4,4,8,0,4,0,12,0,416,24,12,1
551,0.000244618,0.002690802,0.000489237,0.182485323,0.007583170,0.001956947,0.106000000,0.010763209,0.000489237,0,0,2,0,0,0,2451,0,1198,0,0,2
552,0.003753754,0.460960961,0.017267267,0.175675676,0.015765766,0.001501502,0.000000000,0.000000000,0.000750751,0,0,22,2,6,0,6,0,1878,6,16,1
553,0.001721170,0.533562823,0.002581756,0.265920826,0.025817556,0.006024096,0.000000000,0.001721170,0.000000000,2,2,374,0,0,0,10,0,900,18,34,1
554,0.010050251,0.497487437,0.000000000,0.211055276,0.022613065,0.007537688,0.000000000,0.000000000,0.000000000,0,0,2,0,0,0,72,0,2444,0,0,1
555,0.073145246,0.387669801,0.010449321,0.337513062,0.003134796,0.001044932,0.056400000,0.003134796,0.000000000,0,0,236,0,0,0,802,0,40,0,8,1
556,0.003712871,0.522277228,0.018564356,0.176980198,0.023514851,0.004950495,0.000000000,0.000000000,0.000000000,0,0,0,0,0,0,0,0,14,0,0,1
557,0.023968981,0.181529785,0.043708142,0.230525203,0.023616496,0.004582305,0.019000000,0.001057455,0.001409940,0,2,6,0,2,16,96,0,1672,25,148,1
558,0.001228501,0.507371007,0.029484029,0.223587224,0.023341523,0.008599509,0.795000000,0.000000000,0.000000000,2,0,190,2,2,0,4,0,88,4,0,2
559,0.005324298,0.001452081,0.004356244,0.281703775,0.040174250,0.006776379,0.013100000,0.000484027,0.000000000,0,0,0,0,0,0,2,0,836,2,0,1
560,0.013477089,0.445283019,0.000000000,0.195148248,0.021563342,0.009703504,0.001080000,0.000000000,0.000000000,0,4,12,12,3269,16,0,0,1946,48,116,3
561,0.000248818,0.003732272,0.007713362,0.337646181,0.011445633,0.003483454,0.540000000,0.013436178,0.000000000,4,0,2,0,0,0,2852,0,708,20,2,2
562,0.005630631,0.513513514,0.000000000,0.209459459,0.020270270,0.002252252,0.000000000,0.001126126,0.000000000,12,0,6,2,0,0,0,0,1234,0,0,1
563,0.002946955,0.356581532,0.001473477,0.214145383,0.030451866,0.008840864,0.000491000,0.000000000,0.000000000,6,0,30,6,28,2,0,0,2020,2,16,1
564,0.005177515,0.110946746,0.000000000,0.268491124,0.022189349,0.005917160,0.000000000,0.003698225,0.000000000,0,2,0,4,0,0,190,0,794,38,2,1
565,0.012072435,0.601609658,0.002012072,0.124748491,0.018108652,0.002012072,0.000000000,0.000000000,0.000000000,0,0,44,0,0,0,4,0,9637,131,4,1
566,0.012429713,0.083160698,0.001479728,0.154483575,0.012725658,0.002959455,0.056200000,0.000295946,0.000295946,0,0,0,0,0,0,220,0,4784,0,2426,1
567,0.000000000,0.079044118,0.000000000,0.238970588,0.028492647,0.015625000,0.000000000,0.000919118,0.000000000,50,8,8,0,4,8,0,0,1696,78,30,1
568,0.002559181,0.524632118,0.019193858,0.175943698,0.027511196,0.005118362,0.000000000,0.000639795,0.003198976,24,2,104,14,4,0,0,12,1316,30,136,1
569,0.004767310,0.037230420,0.000113507,0.008853575,0.003291714,0.000454030,0.313000000,0.000227015,0.000113507,0,0,28,4,18,16,4167,10,3568,75,1291,2
570,0.003496503,0.398601399,0.009615385,0.201923077,0.029720280,0.010489510,0.000000000,0.001748252,0.001748252,0,0,0,18,2,14,130,0,1186,64,98,1
571,0.007237636,0.539203860,0.030156815,0.190591074,0.022919180,0.004825090,0.000000000,0.000000000,0.008443908,14,20,50,8,20,6,20,0,1271,164,28,2
572,0.012285012,0.437346437,0.029484029,0.230958231,0.033169533,0.011056511,0.011100000,0.000000000,0.003685504,2,8,0,0,0,0,605,0,165,2,0,1
573,0.000301386,0.001959011,0.003013864,0.253918023,0.006781193,0.001959011,0.062100000,0.000753466,0.001205546,42,13,150,22,39,12,277,0,2301,276,87,1
574,0.003099174,0.344008264,0.021694215,0.199380165,0.035123967,0.019628099,0.000000000,0.000000000,0.000000000,0,0,126,0,12,0,678,0,3051,12,16,1
575,0.006240250,0.528861154,0.001560062,0.213728549,0.039001560,0.009360374,0.000000000,0.000000000,0.000000000,0,0,4,0,0,0,4,0,50,0,4,1
576,0.000855432,0.022241232,0.000000000,0.339321357,0.008839464,0.002281152,0.033900000,0.000570288,0.000000000,2,0,2,6,0,0,76,0,1762,6,212,1
577,0.000440141,0.008802817,0.003080986,0.154269366,0.006161972,0.000220070,0.709000000,0.006602113,0.000000000,6,4,102,50,10,6,3930,2,962,84,78,2
578,0.000802729,0.001605459,0.005920128,0.255769617,0.003812964,0.001505117,0.226000000,0.000602047,0.001003412,6,106,46,10,38,130,968,0,3600,94,156,1
579,0.002912621,0.535922330,0.011650485,0.166019417,0.020388350,0.002912621,0.000000000,0.000970874,0.000970874,0,0,0,518,0,0,1090,0,338,0,2,2
580,0.000000000,0.001533742,0.026073620,0.225460123,0.023006135,0.007668712,0.000000000,0.000000000,0.000000000,0,12,12,4,4,8,240,0,3518,48,12,1
581,0.000877578,0.005996782,0.001023841,0.011262250,0.001023841,0.000292526,0.110000000,0.000000000,0.000000000,0,138,72,52,52,18,5739,6,1650,112,3664,2
582,0.013547841,0.486875529,0.027095682,0.259949196,0.016088061,0.005927180,0.000000000,0.004233700,0.004233700,0,12,6,0,0,10,30,0,1454,6,24,2
583,0.000000000,0.002475248,0.003712871,0.209158416,0.011138614,0.002475248,0.068100000,0.000000000,0.000000000,0,4,2,14,14,88,10,0,639,6,80,1
584,0.000161499,0.000645995,0.000807494,0.174095607,0.009366925,0.001453488,0.021600000,0.000645995,0.000000000,2,0,10,4,18,0,2966,0,10028,2,1200,1
585,0.007159905,0.089101034,0.007955449,0.286396181,0.023070804,0.011137629,0.000000000,0.000795545,0.000000000,8,12,4017,12,104,12,0,24,1410,96,60,1
586,0.005693950,0.528825623,0.023487544,0.177224199,0.019217082,0.002846975,0.000712000,0.000000000,0.000000000,0,0,6,0,0,0,0,0,840,2,2,1
587,0.009715026,0.412240933,0.016839378,0.171955959,0.012629534,0.000647668,0.026200000,0.000000000,0.000000000,2,44,4,18,8,38,1113,0,5281,138,98,1
588,0.005886200,0.536952256,0.004578156,0.177894048,0.014388489,0.005886200,0.535000000,0.000000000,0.000000000,2,8,6,14,8,0,54,0,2608,32,0,2
589,0.003768371,0.008290416,0.024745635,0.209647029,0.018967466,0.004019596,0.016000000,0.001507348,0.000376837,0,0,6,4,2,0,10,0,1688,2,8,1
590,0.010115607,0.343930636,0.017341040,0.248554913,0.019508671,0.006502890,0.000000000,0.000000000,0.000000000,4,0,514,4,12,0,528,0,2820,8,14,1
591,0.002040816,0.519387755,0.055102041,0.242857143,0.024489796,0.011224490,0.000000000,0.000000000,0.000000000,0,0,0,0,0,0,62,0,2352,0,2,1
592,0.011611030,0.415094340,0.000000000,0.169811321,0.029027576,0.002902758,0.000000000,0.000000000,0.000000000,0,14,68,2,30,10,10,0,76,4,2,1
593,0.004569688,0.229246002,0.000000000,0.198781417,0.014470678,0.009139375,0.005330000,0.003808073,0.000000000,0,8,0,0,0,184,112,0,4136,184,20,1
594,0.056213018,0.367850099,0.001972387,0.215976331,0.018737673,0.013806706,0.000000000,0.000000000,0.000000000,0,0,4,0,0,0,72,0,156,0,4,1
595,0.004048583,0.580971660,0.026315789,0.161943320,0.022267206,0.002024291,0.000000000,0.004723347,0.003373819,0,2,0,32,0,152,18,0,2752,0,10,2
596,0.014255544,0.523759240,0.000000000,0.216473073,0.020063358,0.004223865,0.002110000,0.000000000,0.000000000,2,0,12,6,0,0,0,0,699,1,11,1
597,0.037083333,0.156041667,0.001250000,0.135104167,0.000208333,0.000104167,0.207000000,0.000312500,0.000104167,2,8,1026,0,8,180,4191,17,433,0,183,1
598,0.003521127,0.475352113,0.000880282,0.222711268,0.022007042,0.007922535,0.006160000,0.001760563,0.000000000,0,4,1248,0,0,0,2,0,1873,4,16,1
599,0.003443526,0.219008264,0.003443526,0.178374656,0.007575758,0.002754821,0.000000000,0.000000000,0.000000000,2,2,16,6,18,6,4,0,730,4,218,1
600,0.000449539,0.000224770,0.000899078,0.280287705,0.011688020,0.003371544,0.177000000,0.011912789,0.000000000,24,86,60,24,18,102,5638,0,352,130,508,2
601,0.004686227,0.042991035,0.023023635,0.254278729,0.022819886,0.002241239,0.244000000,0.004482478,0.003667482,0,0,4,12,0,0,1980,0,2082,6,62,2
602,0.009418283,0.363434903,0.007756233,0.316897507,0.014404432,0.006094183,0.003880000,0.000000000,0.000000000,4,2,2,0,4,0,636,0,538,12,58,1
603,0.000748911,0.339188453,0.000510621,0.064916939,0.001633987,0.000238290,0.897000000,0.000204248,0.000714869,0,46,19,15,0,2,2715,0,1234,25,168,2
604,0.000831255,0.030423940,0.000831255,0.228927681,0.004821280,0.000332502,0.071800000,0.000831255,0.000665004,2,0,136,6,39,84,92,0,376,184,67,1
605,0.000189358,0.004544594,0.001514865,0.206021587,0.015148646,0.002272297,0.492000000,0.008710472,0.001136148,0,2,312,2,2,6,5045,0,1428,16,122,2
606,0.003617945,0.452243126,0.000000000,0.206946454,0.013748191,0.015195369,0.000000000,0.000000000,0.000000000,0,0,0,0,262,0,36,0,2290,0,0,1
607,0.010332103,0.572693727,0.000000000,0.223616236,0.015498155,0.007380074,0.000000000,0.002214022,0.000738007,0,0,0,0,0,0,0,0,2670,0,0,1
608,0.011992263,0.341972921,0.000000000,0.215860735,0.004255319,0.003094778,0.011200000,0.000386847,0.000000000,0,0,0,2,0,0,0,0,220,4,2,1
609,0.008928571,0.493303571,0.000000000,0.212053571,0.011160714,0.004464286,0.002230000,0.006696429,0.000000000,6,10,0,0,12,2,22,0,104,26,26,1
610,0.005201560,0.473342003,0.016905072,0.234070221,0.019505852,0.005201560,0.001300000,0.000000000,0.000000000,60,344,5,4,0,6,28,0,1652,208,52,1
611,0.000000000,0.005136107,0.003595275,0.201848998,0.016435542,0.003081664,0.006160000,0.001027221,0.000000000,2,16,8,14,6,6,320,0,1800,3427,66,3
612,0.014457506,0.044048102,0.001891636,0.047426024,0.012565869,0.002702338,0.044000000,0.000540468,0.000405351,0,0,8,0,0,4,4413,0,493,14,22,1
613,0.000880282,0.038732394,0.018485915,0.219190141,0.014084507,0.007042254,0.000000000,0.000880282,0.012323944,0,0,0,0,0,4,4,56,1434,0,4,2
614,0.003338898,0.001669449,0.020311630,0.311352254,0.028658876,0.006956038,0.203000000,0.008069004,0.000000000,2,14,1236,12,4,8,4308,4,62,36,18,2
615,0.006504770,0.049436253,0.009973981,0.033174328,0.002601908,0.000867303,0.111000000,0.001300954,0.000433651,0,6,22,2,4,4,1398,2,144,40,58,1
616,0.007812500,0.368923611,0.000000000,0.278645833,0.035590278,0.005208333,0.000000000,0.002604167,0.002604167,4,0,0,0,0,0,0,0,2160,0,0,1
617,0.001772264,0.511298183,0.002215330,0.181657067,0.008861320,0.000886132,0.000886000,0.000443066,0.000000000,0,0,0,0,0,2,24,0,1308,2,4,1
618,0.001738526,0.000695410,0.000347705,0.338317107,0.033031989,0.004520167,0.346000000,0.014255911,0.000695410,0,0,2,2,0,0,3914,0,0,2,0,2
619,0.014400000,0.480000000,0.020800000,0.176000000,0.022400000,0.006400000,0.000000000,0.000000000,0.000000000,0,0,0,44,0,0,224,0,3926,30,64,1
620,0.070749334,0.342335489,0.005705591,0.294788893,0.035755040,0.011791556,0.073400000,0.002662609,0.000760746,25,12,28,12,11,8,7361,3,5509,73,376,2
621,0.000252951,0.031618887,0.009443508,0.293338954,0.015598651,0.004468803,0.168000000,0.005564924,0.002360877,2,2,64,20,4,24,1488,0,5710,164,1930,2
622,0.007490637,0.346441948,0.014981273,0.245318352,0.020599251,0.008426966,0.000000000,0.000936330,0.000000000,2,0,14,4,58,0,4,0,1194,6,14,1
623,0.009345794,0.320872274,0.000000000,0.264797508,0.046728972,0.015576324,0.003120000,0.000000000,0.000000000,12,2,8,8,4,2,12,0,438,64,58,1
624,0.000242189,0.004964883,0.000363284,0.078348268,0.001332042,0.000242189,0.442000000,0.000000000,0.000121095,0,0,0,0,0,0,190,0,4754,0,18,1
625,0.000211551,0.000211551,0.006558071,0.046964248,0.009942881,0.001057753,0.009310000,0.001480855,0.000634652,0,0,2,0,0,0,12,8,97,38,16,1
626,0.003896610,0.005455254,0.000000000,0.026496948,0.000129887,0.000000000,0.050700000,0.000000000,0.000000000,0,2,556,4,0,2,4019,0,4687,10,2406,1
627,0.005917160,0.017403411,0.000000000,0.093630352,0.000870171,0.000000000,0.251000000,0.000087000,0.000261051,0,2,6,0,0,0,10352,0,2514,0,202,2
628,0.004734848,0.492424242,0.007575758,0.215909091,0.022727273,0.001893939,0.000000000,0.000000000,0.000000000,0,6,66,4,0,0,38,0,76,12,0,1
629,0.049180328,0.336810730,0.000000000,0.207153502,0.023845007,0.002980626,0.065600000,0.002980626,0.000000000,0,8,2,2,0,6,662,2,731,2,4,1
630,0.014428215,0.030281439,0.006946918,0.119700748,0.006946918,0.004453153,0.024000000,0.004275027,0.000712504,0,2,6,34,4,22,4794,4,4489,18,42,2
631,0.005649718,0.020338983,0.000282486,0.023305085,0.000988701,0.000000000,0.268000000,0.000282486,0.000423729,1,4,6,10,24,22,5229,0,4553,549,3332,2
632,0.006250000,0.491875000,0.000000000,0.220000000,0.016875000,0.005000000,0.000000000,0.000000000,0.000625000,0,0,12,20,0,0,8,0,2298,12,12,1
633,0.007867133,0.486013986,0.043706294,0.182692308,0.036713287,0.007867133,0.000000000,0.000874126,0.000000000,32,0,0,0,0,0,0,0,762,0,0,1
634,0.000000000,0.001075269,0.000000000,0.197849462,0.024731183,0.010752688,0.000000000,0.000537634,0.000000000,0,0,20,0,16,4,12,0,6056,0,450,1
635,0.000000000,0.232622799,0.012974977,0.202965709,0.015755329,0.001853568,0.000000000,0.001853568,0.000000000,0,6,8,0,0,0,4,0,54,14,6,1
636,0.002896871,0.486095017,0.009269988,0.192352260,0.033603708,0.006373117,0.001160000,0.000579374,0.000579374,0,0,0,0,0,0,88,0,3414,0,0,1
637,0.000000000,0.099551570,0.001793722,0.234080717,0.011659193,0.007174888,0.000000000,0.000000000,0.000000000,4,4,152,2,0,0,0,0,340,36,0,1
638,0.004232804,0.521693122,0.000000000,0.213756614,0.016931217,0.004232804,0.000000000,0.000000000,0.000000000,0,4,152,0,0,0,754,0,510,2,0,1
639,0.006288355,0.049549208,0.000984923,0.074399576,0.001212213,0.000000000,0.059400000,0.000000000,0.000151527,0,0,0,0,0,0,719,0,3144,0,16,1
640,0.000565664,0.001319883,0.010087678,0.274441407,0.009710568,0.003959649,0.139000000,0.002922598,0.000942774,48,108,86,32,16,10,2909,0,5611,1408,638,3
641,0.007813920,0.040523351,0.000908595,0.116300200,0.007632201,0.001817191,0.104000000,0.002725786,0.000908595,0,0,22,0,263,148,1338,48,2566,6,276,1
642,0.000000000,0.013463892,0.004895961,0.235006120,0.015911873,0.003671971,0.001220000,0.000000000,0.000000000,0,24,0,0,10,4,36,0,516,90,128,1
643,0.000618812,0.426361386,0.003094059,0.228341584,0.024133663,0.004950495,0.000000000,0.000000000,0.000000000,0,0,2,0,0,0,8,0,72,8,4,1
644,0.009336100,0.488589212,0.001037344,0.251037344,0.032157676,0.007261411,0.010400000,0.001037344,0.000000000,0,0,0,0,8,0,0,0,80,4,0,1
645,0.012345679,0.445267490,0.004938272,0.236213992,0.013991770,0.011522634,0.000000000,0.000000000,0.000000000,0,4,248,0,0,0,8,0,8622,0,8,1
646,0.005106383,0.028085106,0.005106383,0.222978723,0.005957447,0.000000000,0.087700000,0.002553191,0.000000000,10,36,0,0,56,112,302,0,1266,52,296,1
647,0.006493506,0.344155844,0.012987013,0.201298701,0.019480519,0.019480519,0.006490000,0.000000000,0.000000000,0,0,24,0,0,0,76,0,1880,92,4,1
648,0.000000000,0.006833713,0.024297646,0.183750949,0.018223235,0.009111617,0.000000000,0.006074412,0.000000000,80,26,32,18,14,8,92,0,690,244,108,1
649,0.000000000,0.137096774,0.000000000,0.290322581,0.008064516,0.000000000,0.218000000,0.000000000,0.000000000,2,0,0,0,0,10,893,174,224,2,10,2
650,0.009603842,0.501800720,0.004801921,0.174069628,0.016206483,0.004201681,0.000000000,0.001800720,0.001800720,2,0,4,18,0,0,0,0,6,26,2,1
651,0.006493506,0.100649351,0.000000000,0.211038961,0.022727273,0.009740260,0.000000000,0.000000000,0.006493506,0,8,280,16,0,0,173,0,5079,0,32,2
652,0.010086957,0.025739130,0.000347826,0.250782609,0.002782609,0.000000000,0.133000000,0.001043478,0.000000000,0,0,6,0,0,0,388,0,900,0,6,1
653,0.012997563,0.498781478,0.002437043,0.254264825,0.021121040,0.006498781,0.004060000,0.000000000,0.000812348,0,4,4,4,2,0,6,0,1083,6,12,1
654,0.007079646,0.403539823,0.006194690,0.155752212,0.019469027,0.009734513,0.008850000,0.000000000,0.000884956,0,0,0,4,0,0,240,0,112,32,0,1
655,0.001580163,0.012884405,0.006077550,0.334872979,0.020785219,0.003038775,0.097600000,0.003160326,0.000243102,74,2,133,46,4,36,618,0,5939,218,570,2
656,0.000000000,0.000473261,0.000000000,0.080690961,0.002129673,0.000000000,0.323000000,0.000000000,0.000000000,2,2,20,0,16,0,2677,0,158,334,14,1
657,0.042175361,0.508324084,0.034406215,0.199778024,0.031076582,0.003329634,0.000000000,0.000000000,0.001664817,0,6,704,0,0,0,42,0,1734,16,6,1
658,0.008794910,0.038173653,0.004678144,0.040232036,0.009169162,0.001122754,0.193000000,0.002994012,0.001871257,0,0,192,0,56,60,3127,2,3453,2,4228,2
659,0.012350762,0.031014135,0.023740908,0.242898312,0.012076300,0.001646768,0.039100000,0.003979690,0.001921230,104,136,38,168,30,154,2041,32,4214,334,578,2
660,0.004862237,0.376553214,0.003241491,0.170178282,0.026472177,0.011885467,0.003240000,0.000000000,0.000000000,218,24,72,8,0,0,32,0,7171,32,56,1
661,0.000641437,0.000213812,0.000213812,0.296343810,0.004062433,0.000855249,0.045800000,0.001282874,0.001282874,0,0,4,0,0,0,490,0,620,144,60,1
662,0.055925433,0.249667111,0.005992011,0.260319574,0.001331558,0.000000000,0.000000000,0.000000000,0.000000000,2,24,44,10,0,4,182,4,79,14,46,1
663,0.062327634,0.483177055,0.005515720,0.171538886,0.036955323,0.012134584,0.002210000,0.000000000,0.000000000,2,0,64,2,2,0,0,0,2216,66,10,1
664,0.004073320,0.433808554,0.006109980,0.221995927,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,0,0,0,0,0,4,0,0,1
